Instrument_ID,Actuator,Lin0 Error,Bklsh,Zero Offet,C0,R0,K,B,CloseDelta,Motor #,Neg Backlash,Zero Offset,1_Close_Error Analysis 4750,2_Close_Error Analysis 4500,3_Close_Error Analysis 4250,4_Close_Error Analysis 4000,5_Close_Error Analysis 3750,6_Close_Error Analysis 3500,7_Close_Error Analysis 3250,8_Close_Error Analysis 3000,9_Close_Error Analysis 2750,10_Close_Error Analysis 2500,11_Close_Error Analysis 2250,12_Close_Error Analysis 2000,13_Close_Error Analysis 1750,14_Close_Error Analysis 1500,15_Close_Error Analysis 1250,16_Close_Error Analysis 1000,17_Close_Error Analysis 750,18_Close_Error Analysis 500,19_Close_Error Analysis 400,20_Close_Error Analysis 300,21_Close_Error Analysis 200,22_Close_Error Analysis 100,23_CloseError Analysis 0,24_Close_Error Analysis -100,25_Close_Error Analysis -200,26_Close_Error Analysis -300,27_Close_Error Analysis -400,28_Close_Error Analysis -500,29_Open_Error Analysis -400,30_Open_Error Analysis -300,31_Open_Error Analysis -200,32_Open_Error Analysis -100,33_Open_Error Analysis 0,34_Open_Error Analysis 100,35_Open_Error Analysis 200,36_Open_Error Analysis 300,37_Open_Error Analysis 400,38_Open_Error Analysis 500,39_Open_Error Analysis 750,40_Open_Error Analysis 1000,41_Open_Error Analysis 1250,42_Open_Error Analysis 1500,43_Open_Error Analysis 1750,44_Open_Error Analysis 2000,45_Open_Error Analysis 2250,46_Open_Error Analysis 2500,47_Open_Error Analysis 2750,48_Open_Error Analysis 3000,49_Open_Error Analysis 3250,50_Open_Error Analysis 3500,51_Open_Error Analysis 3750,52_Open_Error Analysis 4000,53_Open_Error Analysis 4250,54_Open_Error Analysis 4500,55_Open_Error Analysis 4750,56_Open_Error Analysis 5000
20064,P5,Pass,Pass,Pass,28669,13237,22364,878,63,11,-15.17460317,-14.3547274,-16.03174603,-0.634920635,4.603174603,8.253968254,7.777777778,4.444444444,-3.650793651,-8.571428571,-7.777777778,-8.888888889,-20.15873016,-18.41269841,-21.11111111,-21.26984127,-22.6984127,-24.76190476,-27.14285714,-28.25396825,-27.61904762,-28.88888889,-29.52380952,-26.98412698,18.0952381,77.14285714,155.5555556,246.6666667,340.952381,434.9206349,335.2380952,236.8253968,141.2698413,65.3968254,6.666666667,-40.31746032,-68.25396825,-19.04761905,-1.904761905,1.904761905,3.968253968,4.444444444,2.063492063,0,-2.380952381,-1.904761905,-3.015873016,-4.126984127,-4.285714286,-4.761904762,-6.507936508,-4.126984127,-6.825396825,-6.031746032,-8.412698413,-19.04761905,-36.34920635,-59.36507937
20064,C6,Pass,Pass,Pass,31517,22834,13516,4020,68,12,83.11111111,-37.00454774,-12.53968254,-7.936507937,0.476190476,2.222222222,5.555555556,7.936507937,2.698412698,6.984126984,5.238095238,8.253968254,11.58730159,4.761904762,9.365079365,7.301587302,10,10.47619048,3.968253968,-2.222222222,-4.126984127,-8.571428571,-9.841269841,5.396825397,18.73015873,66.03174603,154.6031746,248.8888889,343.4920635,438.0952381,340.3174603,245.0793651,149.2063492,63.17460317,9.841269841,-10.79365079,-45.3968254,-72.6984127,-70.47619048,-68.25396825,-66.19047619,-60.63492063,-53.49206349,-51.11111111,-57.93650794,-65.07936508,-63.33333333,-54.92063492,-52.22222222,-59.04761905,-69.36507937,-61.26984127,-56.66666667,-58.73015873,-66.19047619,-77.77777778,-78.57142857,-90.79365079
20064,P6,Pass,Pass,Pass,31069,24529,10261,3159,36,13,69.9047619,19.76413754,-14.44444444,-4.126984127,2.380952381,1.587301587,4.603174603,6.031746032,6.825396825,7.301587302,7.142857143,9.206349206,11.9047619,15.55555556,13.17460317,12.38095238,13.49206349,17.46031746,18.25396825,12.06349206,10.47619048,9.841269841,9.841269841,11.74603175,47.3015873,105.7142857,195.2380952,289.8412698,385.3968254,480.952381,383.8095238,288.5714286,194.9206349,112.0634921,48.25396825,-18.73015873,-32.6984127,-32.6984127,-37.77777778,-40.31746032,-47.14285714,-40,-32.22222222,-33.65079365,-45.23809524,-53.96825397,-44.6031746,-36.19047619,-37.3015873,-49.52380952,-56.66666667,-43.17460317,-36.66666667,-40.63492063,-51.9047619,-60,-59.52380952,-67.3015873
20064,C7,Pass,Pass,Pass,31944,23528,12580,4580,98,14,113.015873,-27.97142951,-25.55555556,-12.38095238,-2.380952381,1.26984127,0.476190476,0.317460317,1.111111111,3.174603175,3.650793651,1.26984127,0.476190476,5.079365079,5.555555556,5.714285714,5.238095238,5.714285714,7.46031746,2.222222222,-0.317460317,-2.222222222,-4.761904762,0.952380952,24.76190476,56.82539683,121.9047619,214.6031746,307.9365079,400.6349206,304.7619048,210.4761905,118.4126984,50.15873016,14.28571429,-15.87301587,-92.06349206,-101.2698413,-100,-99.68253968,-87.46031746,-83.80952381,-92.22222222,-92.06349206,-91.9047619,-87.61904762,-90.95238095,-92.38095238,-94.12698413,-94.6031746,-91.58730159,-92.38095238,-96.66666667,-97.77777778,-98.25396825,-102.5396825,-111.2698413,-132.0634921
20064,P7,Pass,Pass,Pass,32010,24260,9501,4860,-11,15,81.84126984,52.36855159,-12.85714286,-7.619047619,-4.603174603,-3.492063492,-0.476190476,0.952380952,-2.380952381,-1.904761905,-0.793650794,0.634920635,1.746031746,0.634920635,-0.476190476,1.904761905,1.746031746,5.714285714,4.285714286,0.634920635,-0.317460317,-1.904761905,-0.317460317,4.444444444,60.31746032,127.3015873,215.8730159,306.6666667,400.3174603,494.2857143,394.2857143,293.968254,194.2857143,107.3015873,44.12698413,-7.619047619,-68.57142857,-65.71428571,-65.71428571,-65.3968254,-60.47619048,-57.77777778,-59.84126984,-60.95238095,-62.06349206,-60,-61.74603175,-63.17460317,-64.92063492,-66.03174603,-65.23809524,-63.80952381,-65.55555556,-68.88888889,-69.68253968,-70.47619048,-77.61904762,-90.47619048
20064,C8,Pass,Pass,Pass,31166,17621,20958,2952,134,16,97.71428571,5.079365079,-19.20634921,-11.11111111,-3.015873016,1.26984127,4.603174603,5.079365079,1.111111111,2.857142857,5.238095238,8.253968254,7.142857143,4.444444444,6.825396825,10.15873016,11.26984127,12.06349206,8.095238095,5.396825397,5.714285714,6.666666667,7.936507937,15.87301587,41.9047619,67.61904762,141.5873016,233.015873,326.031746,419.6825397,320.6349206,225.3968254,129.8412698,43.80952381,20.31746032,6.031746032,-55.87301587,-76.50793651,-75.55555556,-76.19047619,-74.12698413,-74.92063492,-75.07936508,-67.61904762,-65.23809524,-68.57142857,-70.31746032,-69.20634921,-69.68253968,-68.25396825,-73.49206349,-73.96825397,-74.44444444,-73.65079365,-73.49206349,-82.53968254,-96.98412698,-112.6984127
20064,P8,Pass,Pass,Pass,32123,23434,9303,4953,43,17,60.50793651,28.75,-13.49206349,-6.984126984,-3.015873016,-1.904761905,-1.428571429,-1.26984127,-0.158730159,2.222222222,1.746031746,1.26984127,0.158730159,4.761904762,3.650793651,3.174603175,2.380952381,4.444444444,9.047619048,13.01587302,16.19047619,16.19047619,16.50793651,18.73015873,55.23809524,112.0634921,199.3650794,290.7936508,384.7619048,478.4126984,379.047619,279.047619,182.8571429,99.68253968,42.53968254,-5.396825397,-33.33333333,-30.47619048,-29.52380952,-31.74603175,-38.25396825,-39.04761905,-40.47619048,-42.85714286,-44.6031746,-46.34920635,-44.92063492,-46.66666667,-47.46031746,-48.88888889,-52.22222222,-49.20634921,-49.68253968,-51.42857143,-52.85714286,-57.46031746,-58.57142857,-67.3015873
20064,C9,Pass,Pass,Pass,32484,21583,13633,5366,74,18,97.14285714,-32.68518519,-11.9047619,-8.888888889,-3.968253968,3.80952381,3.650793651,2.857142857,-1.746031746,0.317460317,5.873015873,7.301587302,5.238095238,2.53968254,4.285714286,9.206349206,10,6.984126984,3.650793651,-3.174603175,-4.444444444,-5.079365079,-8.888888889,2.222222222,25.07936508,65.3968254,145.7142857,238.0952381,331.1111111,425.0793651,327.6190476,231.1111111,135.8730159,55.23809524,7.301587302,-15.23809524,-72.6984127,-92.6984127,-89.20634921,-86.66666667,-76.34920635,-71.11111111,-75.3968254,-78.0952381,-76.03174603,-72.38095238,-76.03174603,-78.41269841,-79.20634921,-79.36507937,-78.57142857,-77.46031746,-82.6984127,-83.17460317,-80.47619048,-85.07936508,-92.85714286,-103.8095238
20064,P9,Pass,Pass,Pass,32180,22130,12121,4740,52,19,33.58730159,-9.496527778,-22.6984127,-7.936507937,6.825396825,6.349206349,1.111111111,-0.952380952,3.968253968,16.19047619,9.682539683,0.952380952,0.476190476,8.888888889,18.88888889,8.253968254,-0.158730159,1.587301587,16.66666667,25.3968254,18.41269841,15.55555556,13.01587302,12.06349206,54.28571429,120,209.5238095,307.3015873,406.3492063,504.4444444,404.7619048,305.7142857,207.9365079,113.015873,48.25396825,-13.01587302,-11.11111111,-9.206349206,-13.01587302,-15.87301587,-9.047619048,0,-3.015873016,-9.841269841,-20.79365079,-4.444444444,3.968253968,-1.587301587,-10,-15.87301587,-3.968253968,5.396825397,-0.158730159,-10.47619048,-17.93650794,-7.301587302,-8.73015873,-29.20634921
20064,C10,Pass,Pass,Pass,31559,21857,15468,3868,116,20,56.38095238,-63.81562882,-2.063492063,0.952380952,6.19047619,13.33333333,19.20634921,19.04761905,8.73015873,11.11111111,19.52380952,25.07936508,24.92063492,14.92063492,14.76190476,24.44444444,30,29.52380952,16.98412698,11.42857143,13.01587302,14.6031746,16.19047619,18.73015873,37.46031746,67.61904762,138.4126984,227.3015873,318.4126984,410.7936508,314.2857143,220.6349206,127.9365079,57.14285714,33.01587302,18.0952381,-34.28571429,-26.66666667,-21.26984127,-17.46031746,-14.12698413,-17.77777778,-27.77777778,-18.73015873,-15.07936508,-19.04761905,-24.28571429,-32.38095238,-23.01587302,-20.63492063,-26.82539683,-29.84126984,-36.03174603,-29.52380952,-29.04761905,-38.73015873,-54.76190476,-73.33333333
20064,P10,Pass,Pass,Pass,31047,21600,12698,2867,44,21,58.41269841,-24.01335224,7.777777778,12.06349206,13.80952381,8.253968254,8.095238095,16.50793651,20.15873016,24.76190476,20.79365079,18.73015873,19.84126984,22.22222222,21.11111111,18.73015873,18.88888889,23.17460317,26.82539683,24.44444444,24.76190476,25.71428571,28.57142857,30.15873016,42.53968254,100.6349206,186.031746,283.4920635,380.952381,477.1428571,376.8253968,276.8253968,176.1904762,91.42857143,38.73015873,-7.301587302,-9.206349206,-9.206349206,-8.888888889,-11.11111111,-23.33333333,-33.01587302,-28.0952381,-18.0952381,-17.93650794,-26.66666667,-33.80952381,-24.12698413,-16.03174603,-17.46031746,-30,-36.19047619,-30.95238095,-28.88888889,-30.95238095,-44.12698413,-44.6031746,-43.80952381
20110,C0,Pass,Pass,Pass,32692,19543,17161,5154,-6,1,144.0634921,26.44531659,-21.74603175,-9.841269841,-2.698412698,2.857142857,3.968253968,7.619047619,3.333333333,1.904761905,6.19047619,6.666666667,8.095238095,5.079365079,3.015873016,6.349206349,8.412698413,7.619047619,3.650793651,-10.47619048,-12.38095238,-15.23809524,-18.0952381,4.126984127,47.3015873,118.4126984,211.1111111,304.4444444,398.7301587,492.6984127,391.7460317,293.3333333,195.5555556,99.04761905,27.3015873,-4.761904762,-47.61904762,-140.3174603,-145.3968254,-143.8095238,-133.1746032,-116.5079365,-116.031746,-120.3174603,-126.1904762,-126.031746,-119.5238095,-117.4603175,-123.3333333,-128.2539683,-129.6825397,-120.3174603,-120.1587302,-125.7142857,-131.9047619,-136.1904762,-142.3809524,-160
20110,P0,Pass,Pass,Pass,32199,22891,10692,4622,23,2,121.3333333,-9.000286862,-28.41269841,-14.6031746,-1.428571429,1.904761905,2.380952381,0.952380952,1.428571429,8.253968254,6.19047619,3.80952381,4.285714286,5.714285714,8.095238095,5.714285714,3.333333333,6.031746032,11.26984127,13.33333333,14.28571429,14.92063492,15.23809524,15.55555556,36.19047619,110.4761905,205.3968254,301.5873016,397.4603175,493.015873,392.3809524,292.3809524,192.6984127,92.6984127,16.82539683,-53.01587302,-105.0793651,-106.3492063,-107.9365079,-108.5714286,-107.4603175,-106.3492063,-111.5873016,-114.6031746,-113.8095238,-109.8412698,-111.9047619,-115.5555556,-118.5714286,-117.4603175,-113.8095238,-112.0634921,-115.3968254,-118.7301587,-118.8888889,-122.8571429,-138.2539683,-163.1746032
20110,P1,Pass,Pass,Pass,31646,16972,21607,4006,-1,3,142.4126984,47.83908265,-17.61904762,-9.206349206,-8.73015873,-7.936507937,-3.968253968,0.317460317,-2.698412698,-8.571428571,-6.507936508,-1.26984127,2.698412698,1.587301587,-5.555555556,-2.53968254,1.428571429,6.349206349,3.650793651,-2.53968254,-0.634920635,1.587301587,5.396825397,10.15873016,61.9047619,144.1269841,237.7777778,334.2857143,430.7936508,527.3015873,426.6666667,325.7142857,224.7619048,123.4920635,40.31746032,-19.04761905,-115.8730159,-130.4761905,-137.1428571,-142.5396825,-141.4285714,-135.8730159,-134.1269841,-137.1428571,-148.0952381,-142.5396825,-138.5714286,-135.8730159,-139.5238095,-150.4761905,-145.8730159,-137.7777778,-136.6666667,-142.8571429,-152.2222222,-152.6984127,-154.4444444,-164.7619048
20110,C2,Pass,Pass,Pass,33155,20373,14654,6210,16,4,132.8253968,-16.32550861,-2.698412698,-0.634920635,1.746031746,-3.80952381,-4.285714286,-0.317460317,4.285714286,6.031746032,-2.063492063,-3.492063492,0.793650794,9.206349206,9.365079365,3.174603175,0.158730159,5.396825397,13.17460317,3.174603175,-3.80952381,-7.619047619,-10.15873016,-4.74E-15,27.93650794,96.50793651,186.984127,280.952381,373.3333333,467.9365079,367.9365079,269.5238095,171.4285714,75.23809524,5.079365079,-20.63492063,-80.63492063,-131.7460317,-127.6190476,-119.047619,-107.7777778,-122.8571429,-116.984127,-113.3333333,-104.2857143,-106.031746,-125.5555556,-118.4126984,-122.6984127,-109.5238095,-115.0793651,-130.1587302,-127.4603175,-128.5714286,-112.5396825,-122.2222222,-130.6349206,-133.6507937
20110,P2,Pass,Pass,Pass,31623,15957,19937,3859,56,5,183.3015873,30.58712121,-31.26984127,-20,-13.49206349,-6.349206349,-1.111111111,-0.317460317,-9.047619048,-7.301587302,-0.793650794,2.222222222,1.111111111,-5.396825397,-3.968253968,2.222222222,5.873015873,3.80952381,-1.111111111,0.634920635,4.444444444,7.936507937,11.42857143,13.65079365,43.80952381,103.1746032,195.2380952,289.5238095,385.7142857,481.9047619,380.952381,280.952381,182.8571429,86.34920635,28.25396825,-40.95238095,-139.3650794,-163.4920635,-167.6190476,-171.4285714,-180.7936508,-179.6825397,-176.984127,-172.6984127,-179.8412698,-187.9365079,-186.1904762,-178.4126984,-174.1269841,-181.2698413,-190,-183.4920635,-176.984127,-175.8730159,-183.6507937,-195.2380952,-201.1111111,-212.3809524
20110,C3,Pass,Pass,Pass,32055,18083,19210,4551,11,6,153.7777778,-13.97260288,-12.53968254,2.53968254,3.015873016,7.936507937,11.58730159,13.96825397,16.66666667,13.33333333,13.80952381,8.571428571,11.26984127,19.04761905,13.80952381,17.14285714,10,13.65079365,17.3015873,-0.317460317,-1.587301587,-4.761904762,-9.206349206,5.079365079,35.55555556,99.36507937,189.8412698,283.4920635,377.4603175,469.2063492,371.7460317,274.6031746,179.6825397,83.80952381,12.6984127,-12.38095238,-66.66666667,-157.7777778,-159.3650794,-154.6031746,-132.2222222,-117.1428571,-119.8412698,-128.8888889,-131.2698413,-123.8095238,-117.3015873,-122.8571429,-133.1746032,-130.4761905,-124.6031746,-118.7301587,-127.1428571,-134.9206349,-134.1269841,-132.0634921,-138.5714286,-155.5555556
20110,P3,Pass,Pass,Pass,31705,22960,10799,3950,36,7,112.5714286,48.24429772,-25.87301587,-11.11111111,-3.650793651,-1.587301587,3.650793651,3.492063492,1.746031746,3.492063492,4.285714286,6.984126984,8.73015873,8.253968254,5.873015873,6.031746032,7.46031746,8.253968254,6.825396825,5.079365079,4.444444444,5.079365079,8.253968254,14.28571429,58.73015873,125.3968254,219.6825397,316.5079365,412.0634921,507.9365079,407.6190476,309.8412698,210.7936508,113.968254,47.3015873,11.42857143,-72.38095238,-98.41269841,-100,-100,-96.98412698,-94.92063492,-94.76190476,-98.41269841,-100.7936508,-98.41269841,-99.52380952,-97.46031746,-99.84126984,-102.2222222,-103.968254,-100.3174603,-99.84126984,-102.8571429,-106.5079365,-113.015873,-127.1428571,-145.7142857
20110,C4,Pass,Pass,Pass,32155,22209,14154,4706,47,8,149.5238095,-15.76672336,-12.22222222,-3.492063492,-2.380952381,-0.952380952,9.365079365,10.47619048,5.238095238,1.26984127,0.476190476,10.79365079,11.9047619,6.984126984,2.698412698,4.126984127,14.12698413,14.6031746,7.46031746,-6.984126984,-10.79365079,-12.6984127,-13.01587302,5.714285714,33.65079365,80.95238095,168.8888889,262.5396825,355.5555556,448.8888889,350.4761905,255.8730159,160.6349206,70.47619048,20.95238095,-4.74E-15,-62.22222222,-141.5873016,-141.9047619,-142.8571429,-135.0793651,-126.031746,-121.1111111,-120.3174603,-127.1428571,-129.8412698,-126.5079365,-122.5396825,-124.2857143,-129.2063492,-131.9047619,-126.984127,-123.3333333,-125.3968254,-132.5396825,-139.3650794,-145.5555556,-160
